review_id,author,rating,text,date,month,thumbs_up,app_version,reply,replied_at,sentiment,topics,has_reply
e18ebfdc-b2b4-4b51-8bcc-dcbaa796d1f0,Yacine MIZI OUALLAOUA,1,l'appli ne fonctionne plus demande mise a jour et aucune mise a jour n'est disponible,2026-01-19,2026-01,0,18.0.0,,,négatif,site_app,False
400ed738-e4ed-4682-90d8-3f3c98ee53db,RAOUF,5,très facile très clair et répond rapidement et très pratique bravo,2026-01-19,2026-01,0,,,,positif,autre,False
59741b89-9aa6-407c-9fc1-b0c71acc8ec8,Bachir BOUKRIKA,4,très bien,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
491afe10-ae82-4315-8308-7f182fc67efb,Nado Chocho,4,👍🏻👍🏻👍🏻,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
839a09b5-709b-44e1-876e-3bbbb3c3b634,Amel Bouzid,2,j'arrive pas à installer la nouvelle application,2026-01-19,2026-01,0,,,,négatif,site_app,False
b743f299-c693-4d7f-9f1d-465d510b5c98,Toufik Falek,5,اغلا تذكرة فالعالم,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
ce8b91d6-2439-4a08-99d5-674ba32515ca,FATHAMM,1,"impossible d accéder a la réservation. ne cesse de faire qu il faut télécharger la nouvelle mise a jour. ce que j ai fait au moins,20 fois et rien n y fait. impossible de réserver",2026-01-19,2026-01,0,18.0.0,,,négatif,site_app,False
cdd6ee03-bea2-4138-9c01-8ebfd72f9a8d,Demini Naziha,5,rien a dire top,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
32c25e76-0220-4573-84f5-f8bd35cc609b,Samir Kraimia,5,j'aime bien 👍,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
fc17a7a0-1a8f-4d31-b3cf-571f8bcb11c9,Farid Hafsa,5,bien merci,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
0f60bba4-36f4-4835-82cb-5b7d7305e577,MOHAMMED KHODJA,4,très bien de puis 2 ans,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
612131ca-034e-47fc-ba5f-a168950d609a,Malcolm X,4,"bonjour, pourquoi je n'arrive pas utilisé l'application, ça me met surclassement et aucune mise a jour disponible svp?",2026-01-19,2026-01,0,18.0.0,,,positif,site_app,False
be0dbf1e-0208-4cec-a127-339836b86175,drmtrans drmtrans,1,impossible d'ouvrir Envoyé,2026-01-19,2026-01,0,18.0.0,,,négatif,autre,False
26d4927f-2f6e-4dcb-a2c1-a1f06e87b507,Farida Farida,5,je voyage toujours avec air Algerie franchement je suis très satisfait,2026-01-19,2026-01,0,,,,positif,autre,False
f902aa64-4bf6-43d1-b073-06c3cd1e3b76,Ad Hoc,5,correct,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
369368b9-639e-4c1d-8172-eb8a8cbaa3d0,Hamza Bougandoura,5,good and easy usage,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
b6c8155a-6b1d-4133-b7f8-5bcb592da6c2,Nathan YD,1,N'est pas simple,2026-01-19,2026-01,0,,,,négatif,autre,False
db5341a7-5e33-4652-9446-469dea334509,Kellou Amel Saina,5,satisfaite,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
0b1cebcd-30db-4985-b738-9a854fba7a42,othmane smahi,1,elle marche pas elle demande une mise à jour mai ya pas,2026-01-19,2026-01,0,18.0.0,,,négatif,autre,False
93bfcb36-47fa-47b8-8572-223d6dff4005,Aideli Karim,3,correct sans plus,2026-01-19,2026-01,0,18.0.0,,,neutre,autre,False
cfff26e7-2f2b-4301-81b1-e1e144d50b08,Sofiane Hamdi,1,exelelent,2026-01-19,2026-01,0,,,,négatif,autre,False
8b317bfc-d38c-451a-b309-b442cdad4a18,Abdesselam Metai,5,j'aime toujours voyager avec la compagnie AIR ALGÉRIE,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
2d554465-cebd-45af-b2af-8bf908c51507,medjaouel mounir,5,تطبيق جد فعال,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
57a93612-cbd6-43c7-b838-a17b99386f23,Nourredine La,5,"les prix sont très chères pendant les vacances scolaires ,dommage j'ai voulu descendre avec mes enfants",2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
eed4d6cd-561b-48e1-a904-393b84642a33,Nabil Kellal,5,pratique efficace,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
24e27ec0-3bf4-40b0-af96-cef6fcdb2d95,Lilia Demikha,5,très bien,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
7f6a7212-5434-4202-99fc-59e2521999d2,Touhami HASSANI,1,l'application ne fonctionne plus depuis le 19/01/2026 sur téléphone Android,2026-01-19,2026-01,0,15.0,,,négatif,site_app,False
63bacd7d-4492-4da8-9e84-80a5bc5d1723,Alou Lou,1,comme d hab tout beug chez nous,2026-01-19,2026-01,0,18.0.0,,,négatif,autre,False
7a6f3ace-4433-4b7c-9fb5-44e01addd7ad,Felous Hamid,4,très bon app merci beuco,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
5ec2a1ff-a429-4b4a-a797-376f7c2727cd,Said Me,1,تطبيق مميز,2026-01-19,2026-01,0,18.0.0,,,négatif,autre,False
82a93805-2ba2-4bc3-b05c-746f7a7b1b55,yasser hamri,5,bien aplication pour rezrv,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
a1baca26-dfb5-42bf-b749-55abbce4cb29,Dhora Ghimouze,5,efficace,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
8f6fdde8-1984-4744-921c-bc64ddd96ba1,Mahmoud Kara,5,b0nne application,2026-01-19,2026-01,0,18.0.0,,,positif,site_app,False
c01e5fd8-9e76-416f-8661-033637837009,Knex Ever,5,trs bien bravo l'équipe,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
caa1daec-66ff-4bca-9709-0105d04f6047,Meguenni,5,je suis contante de air algerie,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
4e2a5b71-13cc-4380-ba1d-0e2e8c352185,Zine Eddine Mokrani,5,j ai essayer,2026-01-19,2026-01,0,,,,positif,autre,False
65a5de61-93cd-4461-bab5-25645b1fa616,Sadek El aktaa,3,je suis un client avec air Algérie et je voyage tout le temps avec eux depuis 20 ans,2026-01-19,2026-01,0,18.0.0,,,neutre,autre,False
54353cec-07f8-487e-b008-1dc9820fc4fe,Hadj Latigui,3,je suis satisfait avec Air Algérie,2026-01-19,2026-01,0,18.0.0,,,neutre,autre,False
feb19edb-51ec-491c-9fc3-74553e05f6fd,Rachid Maoui,5,facile d'utilisation,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
9e7503d3-9d15-470a-a9db-0ab51d946c0d,Biline Kukuyor,5,efficace pour les réservations et suivi,2026-01-19,2026-01,0,18.0.0,,,positif,site_app,False
ae897e54-3cc6-45ed-93f3-f3438af98c08,Abdelali Achouri,5,bonne aventure,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
4e025490-8286-4f85-a819-8309fb181b98,Ouahid Boubou,2,l'application ne s'ouvre pas,2026-01-19,2026-01,0,18.0.0,,,négatif,site_app,False
527cd8ad-c5b0-4b99-82e3-6cfbb529368f,فيصل تلمسان,4,Très bonne,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
9db1bfd7-f29a-46ee-a29d-992ea8bdecb3,AMEL TIENTI,5,"Je suis toujours fidèle à la compagnie Air Algérie, je suis très satisfaite.",2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
3607a5a2-c4b4-4150-85f0-3b3f1f32d213,Mostefa Benmerabet,4,Génial,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
9ed1e160-1881-4b06-8403-b8232d80a02d,Farid Houamed,5,pas mieux que air Algérie,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
0dadbacc-2e61-4da1-89b4-b0fb4c8863a3,G KA,1,ne fontionne pas nul nul nul nul,2026-01-19,2026-01,0,18.0.0,,,négatif,autre,False
c4f0000e-ba96-4d9f-a90d-28c1865681f2,Mohamed Malecabdou,5,ممتازة,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
9fff906d-3f35-4ad0-9216-9792906731f1,Tayeb Belaid,5,Cette application nous rendre un grand cervice,2026-01-19,2026-01,0,18.0.0,,,positif,site_app,False
03675a76-cd91-4e71-aa37-7bdf9813b0c0,Ranya Ben,4,facile à utiliser,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
908b29e7-bf1f-49c7-8b8d-06bf3f177c34,Laroui Hamid,1,application obsolète,2026-01-19,2026-01,0,18.0.0,,,négatif,site_app,False
e27c26d5-ac67-4d53-8c8a-c501fd72886b,Nissa Bsdbz,1,énormément de bug,2026-01-19,2026-01,0,18.0.0,,,négatif,site_app,False
a3416210-7dc9-48e8-9e6b-ffd9b6f013c6,Melec Mimi,5,جيد جدا,2026-01-19,2026-01,0,15.0,,,positif,autre,False
fcdcb478-ce22-4714-ac5a-889355ef2961,zawali w fhal,5,excellente,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
34216ef1-2093-4cee-ac20-a20e0de4647e,ali hammadi,5,parfait,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
b2c110e9-bad4-4422-b421-da90c01d59a9,MENZER Djamel,1,ou se trouve la mise à jour ??,2026-01-19,2026-01,0,18.0.0,,,négatif,autre,False
809c222c-4cc7-4a7c-93d5-6b5e57bf0f6f,Mourad Hamahmi,5,impi câble,2026-01-19,2026-01,0,,,,positif,autre,False
6c13ebfb-90c0-4c34-adc5-19f584cca059,Nab Nab,5,ça va en générale,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
8992cb82-0863-4b30-bd76-ae87b7c964a0,neila elhaouari,4,très pratique et facile d'utilisation,2026-01-19,2026-01,0,16.0,,,positif,autre,False
9176dabe-0d10-4db3-82a8-5f327ce2d801,roua roua,5,تجربة ممتازة,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
d3178541-4e14-43fe-9ab6-b672fe0fcd72,Hak Kima,4,bonne expérience pas de problème.,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
ae2b5f70-54ec-4318-a821-c10ba30928f7,Cheikh Fatima,1,On ne peut pas se connecter. Je ne comprend pas.,2026-01-19,2026-01,0,18.0.0,,,négatif,autre,False
bbfa9c89-f440-46a3-bdf6-6412218fdbfc,youcef hocine,5,très belle application,2026-01-19,2026-01,0,18.0.0,,,positif,site_app,False
5135a441-b1a4-4710-8323-24f3ee6063fe,Djahida Bouzaroura,5,application facile sa nous permets d’acheter le billet qu’on veut merci beaucoup,2026-01-19,2026-01,0,,,,positif,site_app,False
697fb043-1e62-4c8a-bbd2-49591a2647e8,Noufal Bourada,5,excellente application,2026-01-19,2026-01,0,,,,positif,site_app,False
ce10d9ef-59ea-4a06-85ca-8fcda0363d95,SLIMANE CHABANE,4,très intéressant,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
52220836-187d-4c65-b9cb-91047e52fa0c,kheira metidji,5,très bonne expérience toujours fidèle,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
8fd22fa4-9763-4621-b1c0-3c8f2b4fc6d0,Rhim GaZelle,5,excellent,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
cad07c27-2020-4833-baf6-b79dcc5f1b32,lyes lyes,5,magnifique,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
26328e32-7b12-42f5-970f-85cf4277fbaf,Kassouara Kassouara,1,Disfonctionnement flagrant de l'application,2026-01-19,2026-01,0,18.0.0,,,négatif,site_app,False
5b33194f-9526-4957-a1b6-eee29d2a6b0d,Ammar BOUNAAS,5,"Depuis que j'ai installe cette application, je reserve avec beaucoup de facilite. Elle me permet aussi de chercher et trouver le meilleur tarif. Vraiment tres utile.",2026-01-19,2026-01,6,18.0.0,,,positif,site_app,False
2dc5a7f9-649c-45f2-b839-65771e051d2a,Youssef Kebbi,5,parfait,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
e054c42c-2035-4351-844c-e9d12a57d84a,karim benstaali,1,"ne s ouvre pas , surclassement ?dommage",2026-01-19,2026-01,0,18.0.0,,,négatif,autre,False
64548c68-632e-41f7-a355-248c115e01ef,Bacha Benbachi,5,good 👍,2026-01-19,2026-01,0,11.0,,,positif,autre,False
922e1ed4-5335-413b-ad32-739e694bcbda,mourad mekhtoub,4,fonction parfaitement mais ils manque beaucoup d'option,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
5b3fe1be-1c11-480f-b2d5-fdc5d3d0a435,Aici Akim,4,parfait,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
92869072-d146-47b7-851a-9858a281d897,Nadia Bouhenaf,1,"Cette application marchait très bien, là on me demande de mettre à jour et voilà qu'elle ne fonctionne plus",2026-01-19,2026-01,0,,,,négatif,site_app,False
f165b56d-bea4-4105-9f0c-d6bf94b5d5ad,Brahim Latrache,5,Satisfait,2026-01-19,2026-01,0,,,,positif,autre,False
8783aff1-12fc-45ca-9095-947bd562c27d,Yazid Hamdi,5,très bien 👍,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
a4ba82a8-a7ba-42c8-8e2e-c4e1968507cd,bkakchi elkhier,5,good app,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
aae7d2e5-ae88-4b6f-8789-d55474ebce2b,Samir Zennani,5,مليح يخصكم تزيدولنا كيفاه نبدلو الحجز في التطبيق,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
b7463223-432f-4d6f-9bf0-ba9df05d4818,Seddik B,5,bonne application,2026-01-19,2026-01,0,,,,positif,site_app,False
6bd058a9-60f4-493a-af23-b31c704805bd,Rafik AZIZI,5,pratique sécurisée,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
232a1108-4539-490a-a9ce-b1ba81a27d36,Hamza Tlili,3,bien mais très lente et des fois elle beugue,2026-01-19,2026-01,0,18.0.0,,,neutre,autre,False
598ba9bb-6e74-4a6e-b8a6-2f158ff71551,Seghir Mostafa,5,air Algérie ma compagne préfère merci beaucoup,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
e71a0791-91d3-45fc-ae8d-618b337a8d5b,Lotfi Hemiani,5,top très facile à utiliser et très pratique,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
b87b1422-57f5-455f-8b08-01d7eb809376,Fouzia Tahar,4,application simple et facile à utiliser.,2026-01-19,2026-01,0,18.0.0,,,positif,site_app,False
c0ffc6e7-677d-416f-a8b3-8f15b9e181a5,Hakima BENIDIR,1,impossible de faire la mise à jour,2026-01-19,2026-01,0,18.0.0,,,négatif,autre,False
64b723a4-fb40-48dc-8206-e3404bc19ac9,Chergui Fayçal,5,شكراً لكم,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
41e25cbb-b2c0-4ad1-888a-238b8d9660be,Ouss Ben,5,Très mauvais,2026-01-19,2026-01,0,13.0,,,positif,autre,False
1636318c-7e30-4fa1-8dcf-4fef9910e078,Aissa T,1,"me dit que cette appli ne fonctionne plus , en rouge il y a marqué SURCLASSEMENT , j'ai désinstallé et réinstaller, toujours pareil",2026-01-19,2026-01,0,18.0.0,,,négatif,site_app,False
1fa13ac1-fbbe-40dc-9c6a-94344ace354f,Menad Zohir,5,شكرا جزيلا,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
fb9659c1-9836-4fac-9b49-9bf4a5179185,HAFID Bouchetika,5,c'est une très belle application que j'utilise pour toute la famille,2026-01-19,2026-01,0,18.0.0,,,positif,site_app,False
188cb105-38f4-4f9d-b6ce-d1ba5b505bb9,GRINE ARCH,1,service médiocre,2026-01-19,2026-01,0,18.0.0,,,négatif,personnel,False
e65ba0cf-29cb-4cbf-b2b7-ab79f48001bb,merouane zaz21ms,5,"pas mal, problème des remboursements.",2026-01-19,2026-01,0,18.0.0,,,positif,remboursement,False
3e2fff96-f576-4cfd-ae88-49876bf87378,ABDENNOUR Herarsi,1,top de top,2026-01-19,2026-01,0,18.0.0,,,négatif,autre,False
9ce2763f-7de7-4718-b4d7-1401413a329e,Farid Chennaf,4,Bien 👍,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
5f2c5330-6edc-4118-9e67-cdfff1745132,Samir Mameri,5,très bonne app,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
921a8831-4bd1-4c1c-98c2-ee56a46032b5,Iyes Halim,4,je n'arrive pas à payer,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
eed82906-39bc-4c97-b1ea-fb6cbe3ae4ce,Malone Magdan,5,excellente application,2026-01-19,2026-01,0,18.0.0,,,positif,site_app,False
372694a5-56d8-41eb-959c-2b41ff7ba55b,A Ladaouri (“A lada”),5,fort .confiance,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
ad76b66e-59a7-42d1-9819-96f18fd2b767,Mamar Benbrik,5,très bien,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
9231f2e1-c3ec-48d0-a590-bb9703b061b2,Ahmed hazem Charif,5,bien hmdlh,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
aefa1beb-6887-4fc4-b945-bc49c3158857,Bilel Kara,5,"Cette application m'aider beaucoup pendant mes voyages, soit intérieurement ou a l'étranger. Félicitations à vous.",2026-01-19,2026-01,0,18.0.0,,,positif,site_app,False
65dfa147-ebbe-488d-84f2-8272f9c748be,Ali Benabbas,1,l'application ne marche pas,2026-01-19,2026-01,0,18.0.0,,,négatif,site_app,False
f6e83e8d-7d65-46ac-8c67-c439071fce28,Rahmouni Nassim,3,très bon,2026-01-19,2026-01,0,,,,neutre,autre,False
a3df85f8-fec6-4883-8ef6-e1a5e3944ef9,Lynda Malek,1,pire application de l'univers !,2026-01-19,2026-01,0,18.0.0,,,négatif,site_app,False
f4cf31a6-c1ea-4b08-a82f-2866eb96ca45,KISMILE KISMILE,4,très utile et pratique.esperant que prochainement on aura l'occasion pour s'inscrire dans la liste d'attente,2026-01-19,2026-01,0,18.0.0,,,positif,retard,False
de8e5a84-2f72-40aa-b5d7-4c1341a4a73b,idris ichallal,1,on a pas de développeurs compétents en Algérie ?,2026-01-19,2026-01,0,18.0.0,,,négatif,autre,False
022c427d-1938-4c3d-a105-5b5a28f5ba3a,Sunrise Tour,5,c'est bon,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
dafb4ec9-9125-4915-8bcc-37cb2e6b7a38,medini belili,5,magnifique accueil.,2026-01-19,2026-01,0,,,,positif,personnel,False
64caa684-5839-447d-bef7-2795c4afb969,Will Léandre,2,"J'entre dans l'appli aujourd'hui et elle ne veut plus donner pourtant ça marchait hier, on me fait comprendre qu'il y'a surclassement que je dois faire la mise à jour et étrangement il n'y a aucune mise à jour. moi je dois voyager dans 4 jours cmt faire mtnt",2026-01-19,2026-01,0,18.0.0,,,négatif,site_app,False
ebce5d87-2d7a-469d-88dc-c208776aa6ae,Amina Benharrat,5,très bien,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
8ff4c947-f83f-458a-87d9-dcf923d31ab9,nassima hamache,1,l'application propose une nouvelle version qu'on arrive même pas à télécharger,2026-01-19,2026-01,0,18.0.0,,,négatif,site_app,False
95d33364-b3d9-48a6-9c58-f9a711a20d41,Chaker Charf eddine,5,شكرااااااا,2026-01-19,2026-01,0,18.0.0,,,positif,autre,False
26fe5eec-2d0d-497f-8f1c-15bc569fb06b,Mounir Djerboua,5,très belle,2026-01-19,2026-01,0,,,,positif,autre,False
